cpu_cores,cpu_frequency,gpu_memory,disk_capacity,network_speed,processes,cpu_temperature,gpu_temperature,disk_temperature,network_bandwidth,network_latency,process_memory_usage,process_cpu_usage,cpu_power_usage,gpu_power_usage,disk_power_usage,network_power_usage
39,4.34,16.78,10000.0,50.307,2401,68.22,59.26,24.92,478.62,78.08,713,41,250.31,320.56,1.64,6.66
55,2.68,19.31,10000.0,46.677,8528,66.65,68.53,20.29,54.32,94.49,965,37,274.36,345.45,4.01,3.98
5,1.8,15.92,10000.0,54.663,1244,65.87,70.2,24.49,675.71,84.66,428,40,294.8,282.27,5.53,7.0
33,1.33,19.65,10000.0,81.921,3005,64.99,67.23,23.43,219.23,75.36,608,57,282.91,311.96,6.94,8.58
44,2.57,18.31,10000.0,45.12,7201,61.65,64.43,20.7,444.33,84.9,471,45,266.25,275.37,7.8,1.62
64,3.23,20.49,10000.0,48.041,7081,71.18,67.93,24.1,704.32,70.31,876,48,272.43,337.77,2.79,2.36
12,2.79,21.14,10000.0,43.218,7302,63.29,68.48,21.31,875.49,19.57,796,61,286.46,259.45,1.93,8.16
40,3.21,15.65,10000.0,67.727,7473,59.13,63.18,23.34,730.56,13.56,137,67,268.67,256.73,8.8,8.22
38,3.05,20.05,10000.0,66.716,3425,64.33,64.27,20.69,876.93,18.92,918,47,291.25,301.62,6.0,5.74
45,2.93,19.55,10000.0,61.923,8470,62.79,60.92,21.86,562.37,63.85,981,46,250.38,330.03,2.55,1.99
42,2.93,21.04,10000.0,74.661,1338,59.67,70.3,23.85,415.97,20.67,340,38,289.51,318.59,2.41,1.54
7,4.0,14.92,10000.0,53.888,5640,74.11,66.67,20.92,538.12,31.1,647,65,256.6,334.89,1.69,7.26
48,4.43,16.68,10000.0,46.338,3845,65.04,62.64,21.32,750.52,19.59,925,39,281.62,255.94,2.41,7.22
29,0.93,22.64,10000.0,52.019,8311,62.4,67.93,24.58,779.29,51.69,184,57,271.81,315.27,1.78,8.9
24,1.45,29.94,10000.0,53.916,651,66.22,57.4,24.56,689.67,45.82,764,44,283.89,308.49,9.31,5.11
25,3.12,26.55,10000.0,53.359,5318,62.62,66.98,22.72,516.01,16.64,833,37,289.82,288.07,5.5,3.05
48,1.37,24.03,10000.0,52.248,8523,56.42,70.24,22.52,644.22,40.47,807,48,260.09,310.01,8.45,6.52
54,1.5,22.09,10000.0,52.807,8610,56.42,68.39,22.09,79.04,65.87,511,45,276.03,349.39,9.23,8.77
55,1.35,22.2,10000.0,52.577,1375,68.83,58.19,22.43,549.23,40.3,750,45,285.75,285.49,7.58,1.48
42,1.72,23.71,10000.0,72.519,4038,60.39,68.69,22.32,265.34,14.96,282,37,274.34,291.37,8.98,2.53
58,1.29,20.16,10000.0,81.632,5329,76.42,61.93,21.91,517.31,29.34,970,60,290.01,348.23,3.78,6.23
12,1.95,16.78,10000.0,58.802,522,64.5,71.48,20.4,610.37,71.58,155,70,265.76,317.76,5.81,9.51
39,3.01,20.64,10000.0,76.837,6749,67.2,65.95,23.08,897.52,62.83,712,54,260.06,337.01,8.78,6.51
57,2.27,20.31,10000.0,58.353,769,63.15,59.7,22.27,267.57,3.24,908,43,268.14,260.31,7.95,1.22
57,3.66,19.8,10000.0,55.543,356,77.66,71.76,24.5,370.28,16.17,363,53,263.05,259.13,3.58,4.4
6,2.79,22.13,10000.0,44.088,1492,74.53,59.36,24.23,95.23,51.04,413,38,290.94,316.55,1.83,8.6
35,2.26,23.01,10000.0,58.665,9270,77.23,67.06,20.69,431.56,79.59,621,57,258.72,325.5,6.72,7.85
46,2.84,22.09,10000.0,70.99,1812,65.33,61.35,21.12,430.8,3.84,859,67,267.19,256.29,2.72,9.49
28,1.49,19.09,10000.0,75.564,2476,74.73,60.2,21.14,583.01,10.45,973,54,298.53,321.09,3.43,2.66
28,3.79,21.07,10000.0,51.188,4683,72.76,55.51,22.17,986.48,44.21,577,70,285.51,296.17,7.68,1.57
7,2.85,24.22,10000.0,61.906,8013,65.16,58.83,21.94,361.14,28.36,926,41,279.5,336.63,7.17,6.54
3,1.42,21.77,10000.0,51.842,8843,67.64,64.93,21.72,189.37,15.55,144,35,276.33,319.73,7.29,1.35
38,1.39,22.93,10000.0,57.43,7291,70.86,59.68,22.88,334.12,70.56,500,63,260.46,341.88,8.72,6.41
32,1.55,26.07,10000.0,65.159,6177,73.15,68.88,20.19,631.01,66.64,624,48,255.84,290.56,9.35,5.51
19,1.35,21.34,10000.0,55.001,730,57.57,58.45,24.81,745.97,87.49,669,66,250.72,340.13,4.85,6.83
2,1.98,15.91,10000.0,52.02,7621,56.68,63.97,23.8,626.38,70.64,628,50,281.89,295.72,6.74,3.05
40,1.97,22.9,10000.0,73.732,1619,61.77,69.07,20.95,550.57,79.83,415,65,254.03,268.95,5.08,8.1
23,2.33,14.06,10000.0,58.208,661,74.35,55.94,24.44,198.47,17.52,703,53,285.23,268.16,1.27,4.45
1,1.49,13.09,10000.0,74.011,7887,69.29,57.31,24.55,651.74,62.09,171,39,289.08,296.61,2.32,7.57
60,2.2,21.8,10000.0,61.234,2669,66.18,60.28,22.52,161.04,32.6,435,38,291.17,260.18,7.63,9.85
42,3.18,20.22,10000.0,50.518,2967,62.57,70.39,23.76,627.9,4.61,253,46,256.95,329.86,1.08,2.88
54,1.39,15.74,10000.0,51.569,8736,59.74,66.26,24.78,46.42,21.35,534,41,260.53,305.27,9.07,7.54
56,2.17,17.66,10000.0,64.114,6994,65.85,59.02,24.74,584.43,35.52,540,70,289.68,300.98,1.13,6.1
6,2.33,16.46,10000.0,57.938,2287,62.21,56.41,24.9,799.71,2.63,161,57,277.26,302.99,5.97,3.76
12,1.4,25.75,10000.0,44.693,4929,59.21,64.8,21.58,452.01,83.12,525,45,253.25,349.02,5.76,8.82
27,3.08,10.48,10000.0,68.484,4973,76.31,65.26,24.61,864.01,15.55,346,48,255.71,285.84,6.04,7.74
54,3.03,16.64,10000.0,55.852,9555,65.82,60.41,22.23,406.73,46.92,721,58,292.26,295.27,4.71,2.72
9,3.29,15.42,10000.0,43.922,7853,64.23,65.23,21.77,781.43,13.14,975,70,270.91,295.02,5.59,2.92
40,1.88,19.87,10000.0,59.48,4002,56.13,67.76,21.17,691.4,61.03,163,54,255.37,253.67,1.86,7.68
17,3.14,16.65,10000.0,54.893,5532,67.08,64.52,22.92,131.63,19.01,637,48,280.83,312.89,4.22,7.25
17,1.9,18.86,10000.0,73.339,7113,65.29,62.38,22.16,804.26,10.61,806,65,299.62,290.07,1.24,1.5
20,2.2,24.12,10000.0,57.492,7970,63.69,59.17,22.03,827.94,20.29,228,48,259.02,338.18,9.61,4.81
46,2.69,21.45,10000.0,36.937,6043,72.57,69.67,23.09,362.56,69.37,224,70,299.45,320.4,5.11,3.55
44,0.24,17.97,10000.0,69.423,5988,68.63,67.79,21.92,690.39,69.0,794,52,294.8,290.41,2.78,4.04
16,1.97,21.63,10000.0,59.503,3050,59.28,67.68,21.71,860.07,52.02,384,65,258.5,327.0,6.32,5.66
10,3.76,14.46,10000.0,68.643,2615,76.75,59.96,21.47,202.64,82.43,422,36,278.76,327.72,4.46,6.52
30,2.98,20.32,10000.0,59.718,4698,67.17,67.31,21.67,113.71,20.83,498,47,264.22,336.33,1.15,9.93
64,3.45,19.81,10000.0,33.404,6650,58.68,59.23,23.11,465.37,62.57,278,36,297.98,272.26,10.0,8.4
58,2.58,23.89,10000.0,51.873,9485,69.89,57.75,21.85,289.41,80.88,195,67,277.13,274.09,7.48,2.22
11,0.54,24.27,10000.0,57.255,2330,59.36,66.4,21.05,17.51,23.65,764,40,296.36,284.92,2.96,5.83
4,3.53,24.5,10000.0,42.82,8554,59.38,55.27,20.89,509.76,76.37,314,40,295.9,256.81,5.12,3.25
7,1.44,14.46,10000.0,51.361,6001,70.95,59.74,23.21,566.76,41.33,586,40,286.91,316.43,1.56,9.27
46,2.12,14.61,10000.0,50.706,1499,74.71,71.21,22.95,226.07,34.78,127,38,261.26,295.62,7.82,7.1
41,1.97,23.38,10000.0,48.907,6457,68.63,66.35,21.21,765.95,77.99,638,59,275.92,335.06,4.78,4.4
49,2.4,23.81,10000.0,65.33,4394,71.07,58.19,20.64,658.43,25.1,816,67,296.48,326.64,3.32,6.3
25,2.32,20.02,10000.0,63.475,3413,63.9,55.94,20.27,748.52,11.84,676,41,264.06,304.53,5.86,8.05
30,1.34,21.67,10000.0,62.059,1865,71.94,68.49,20.08,30.04,67.04,363,42,253.85,326.32,3.48,4.08
13,1.11,18.13,10000.0,53.317,3492,60.56,60.19,23.13,235.8,63.21,136,35,280.82,270.51,6.11,2.2
5,3.06,20.1,10000.0,70.443,9235,60.54,62.52,22.63,494.37,55.69,913,69,261.03,273.39,7.53,6.53
39,3.19,13.04,10000.0,58.776,217,55.9,55.94,22.89,369.77,46.95,738,52,293.11,312.18,3.56,4.44
56,2.56,18.76,10000.0,66.054,5649,76.1,62.91,21.33,795.26,60.23,109,66,296.76,296.62,1.7,7.65
41,4.01,24.04,10000.0,62.03,1098,56.31,60.79,21.99,922.27,95.15,932,42,272.58,320.3,5.67,6.95
41,3.15,25.51,10000.0,56.615,4152,57.06,61.04,23.69,674.01,59.6,667,54,277.41,303.09,8.8,9.96
56,3.52,18.3,10000.0,51.895,1656,77.97,67.0,20.07,268.78,49.71,961,55,278.65,313.67,7.18,2.75
41,2.95,26.14,10000.0,68.471,6466,64.84,60.89,20.86,429.78,36.66,941,37,282.76,332.38,4.44,3.87
5,4.27,23.49,10000.0,40.259,7366,62.32,64.45,22.9,177.75,55.04,835,62,299.32,334.03,6.01,9.21
41,0.74,13.06,10000.0,61.949,9631,77.66,70.1,21.32,114.86,58.54,771,43,267.31,335.39,3.48,2.72
44,1.27,18.31,10000.0,56.883,2775,65.29,65.98,21.09,329.96,85.72,370,41,261.1,320.56,9.54,8.28
34,3.49,17.01,10000.0,64.926,9051,75.54,70.59,21.68,54.73,22.76,475,41,290.38,317.7,4.59,2.08
34,2.98,23.39,10000.0,75.522,7280,60.24,70.18,20.07,142.0,34.16,990,66,260.83,280.52,1.45,5.32
63,1.95,27.05,10000.0,36.082,7602,62.51,58.67,23.89,779.39,98.25,179,62,265.92,333.25,5.51,6.65
7,2.44,22.68,10000.0,68.712,9706,72.31,63.42,22.24,39.08,80.88,346,53,276.25,315.12,2.13,3.65
50,4.04,18.48,10000.0,64.722,3932,71.51,69.04,20.22,970.44,51.66,160,44,289.13,281.6,9.95,5.82
13,3.75,25.2,10000.0,53.576,4061,55.04,55.69,22.12,79.91,53.65,441,65,276.53,252.32,1.24,5.32
45,2.54,21.85,10000.0,63.844,1743,61.7,65.25,22.61,289.99,46.21,459,52,291.99,313.28,3.15,5.97
20,3.42,20.9,10000.0,51.746,1911,75.69,63.11,20.41,667.77,67.69,243,66,293.14,302.91,2.59,4.24
3,3.05,14.54,10000.0,72.142,4812,75.06,65.16,24.41,261.21,90.3,446,47,292.42,261.53,5.43,3.47
43,2.15,19.45,10000.0,69.363,1882,76.4,70.29,24.51,85.31,91.13,786,43,298.22,266.97,6.45,7.11
31,2.43,19.36,10000.0,89.602,4421,77.74,69.96,21.52,875.86,52.5,329,67,278.89,306.33,2.67,1.34
19,3.6,15.06,10000.0,71.002,5454,70.91,66.12,24.28,120.82,15.64,934,49,255.6,253.65,6.57,4.13
61,3.0,23.33,10000.0,64.995,6712,73.19,57.8,22.17,348.78,96.55,228,43,290.74,302.67,9.2,7.85
56,2.36,23.73,10000.0,66.407,8433,69.69,60.31,23.67,565.93,26.89,182,43,295.81,276.31,3.47,1.72
38,1.96,19.22,10000.0,54.415,5467,60.58,63.45,23.93,903.17,28.23,209,65,266.9,287.95,7.75,5.61
41,1.56,18.06,10000.0,44.332,2640,67.67,55.61,23.6,613.04,32.04,892,57,263.39,336.57,1.52,7.39
32,1.52,22.1,10000.0,56.519,7273,76.74,58.27,24.96,363.92,5.02,967,70,276.33,266.38,1.82,1.16
54,3.25,17.58,10000.0,66.07,9902,55.05,67.62,21.41,746.88,20.75,913,53,282.68,298.62,3.4,4.31
38,1.77,20.49,10000.0,56.726,982,60.89,69.87,24.46,80.69,36.29,311,64,257.39,301.32,2.84,1.43
8,3.04,13.64,10000.0,58.578,1691,62.8,56.63,21.13,999.89,27.52,736,38,291.92,258.94,9.37,3.92
55,2.43,25.61,10000.0,54.797,7617,62.49,71.84,22.74,167.84,90.56,671,60,296.85,338.53,9.91,4.71
53,1.22,18.47,10000.0,65.493,9387,68.3,56.93,23.09,120.32,7.12,552,59,250.55,274.69,3.2,2.34
23,1.5,20.14,10000.0,66.167,757,73.26,71.14,20.84,180.38,40.42,313,47,262.68,298.61,8.47,7.19
6,1.75,23.33,10000.0,49.413,1013,60.0,69.12,20.16,614.7,74.18,798,64,251.19,296.28,4.75,9.72
18,2.78,16.98,10000.0,50.87,2432,62.36,68.08,21.02,74.8,95.55,715,63,268.85,304.8,1.58,1.58
60,0.91,14.98,10000.0,54.162,7652,67.65,56.89,20.51,735.78,97.55,846,65,284.83,256.32,3.75,2.67
34,1.93,13.76,10000.0,50.37,8756,62.54,61.52,24.75,120.09,80.83,771,66,262.89,257.26,6.89,2.07
61,2.81,18.26,10000.0,46.862,7886,73.61,62.75,22.4,113.19,40.91,425,53,278.06,328.83,4.05,6.32
33,4.39,20.89,10000.0,44.298,2772,64.41,58.44,24.91,925.8,70.05,122,67,250.75,337.84,2.31,7.17
33,2.66,23.31,10000.0,58.874,4017,73.67,59.84,24.14,420.21,74.76,683,40,275.79,331.42,2.63,7.69
38,1.21,12.5,10000.0,65.853,1041,76.41,63.29,21.51,804.01,54.92,444,67,288.15,323.36,6.26,7.5
45,4.08,25.63,10000.0,61.453,5299,77.15,60.21,23.0,136.13,49.78,120,60,293.2,349.31,9.74,7.07
52,3.72,16.06,10000.0,65.633,8610,62.69,62.32,21.5,717.53,78.24,375,65,293.4,257.64,5.71,3.71
19,1.71,20.88,10000.0,41.962,2497,75.96,66.15,20.55,964.36,89.89,289,67,264.51,289.3,1.8,2.3
22,2.5,22.58,10000.0,55.657,5528,72.18,64.14,22.73,80.59,24.42,288,40,298.88,270.27,1.57,4.98
39,3.51,24.3,10000.0,47.721,9466,72.97,57.26,20.64,728.23,96.96,952,55,261.14,307.39,9.35,3.08
58,2.95,21.85,10000.0,64.001,2244,75.26,55.59,23.71,322.24,67.24,292,42,276.91,257.15,5.2,2.6
9,3.57,27.06,10000.0,69.835,3482,76.48,56.59,21.47,142.67,16.92,375,57,292.66,312.89,8.92,6.73
4,3.34,12.38,10000.0,60.087,8650,69.29,60.87,23.24,768.79,40.63,134,70,289.63,295.08,6.62,2.65
6,3.03,21.74,10000.0,63.36,6821,61.51,55.3,20.81,513.52,23.31,995,46,283.61,336.59,1.32,1.6
35,0.98,20.72,10000.0,38.456,7829,76.7,60.45,24.89,82.02,39.59,953,39,298.73,286.31,2.4,5.28
42,2.92,25.9,10000.0,48.602,4433,55.19,55.0,24.82,326.17,62.13,497,60,280.33,266.33,4.73,5.66
25,2.58,21.08,10000.0,44.96,9426,60.36,58.43,24.53,212.23,54.6,968,64,291.66,267.93,8.06,5.17
40,1.61,18.81,10000.0,47.602,2320,68.39,60.07,21.02,543.71,34.49,235,57,270.0,280.37,4.36,5.06
37,0.39,21.8,10000.0,62.063,9890,75.29,65.5,23.21,940.43,47.66,393,43,255.9,272.6,6.82,2.5
63,2.09,30.94,10000.0,59.36,1064,55.64,67.89,20.98,802.77,83.31,488,61,252.44,343.64,7.91,3.82
14,1.76,22.16,10000.0,49.799,6856,71.2,69.01,20.88,3.29,42.99,983,53,292.02,307.03,2.06,6.7
23,1.77,22.31,10000.0,87.93,1922,64.01,60.66,24.0,871.94,39.85,475,70,281.0,264.05,5.06,8.69
9,2.59,16.08,10000.0,43.399,8935,69.29,62.98,20.18,905.06,34.27,974,63,289.21,265.98,6.27,7.3
17,3.63,18.9,10000.0,49.376,9111,60.3,67.11,20.29,253.27,94.22,557,48,299.19,251.04,9.51,2.42
11,1.21,15.96,10000.0,69.443,4359,73.26,63.41,21.42,637.24,41.37,106,40,280.76,313.41,6.79,9.47
42,4.14,17.65,10000.0,49.136,8192,72.21,63.28,23.71,21.26,43.17,455,59,287.14,336.06,6.91,1.97
60,1.93,21.55,10000.0,56.348,2339,55.88,57.89,20.18,60.38,88.64,354,46,256.56,349.0,1.58,6.06
24,1.99,26.3,10000.0,56.061,1640,72.37,68.94,23.06,108.94,79.72,619,69,254.56,253.47,9.59,4.16
55,1.87,15.2,10000.0,48.63,4405,55.77,59.86,22.19,141.57,55.73,901,36,286.53,317.64,9.6,8.15
41,3.06,25.91,10000.0,43.585,8971,64.89,66.92,23.65,227.02,5.76,189,63,297.9,294.75,1.56,4.42
14,2.07,20.88,10000.0,63.779,1274,55.62,71.52,23.95,617.4,68.94,473,53,269.02,329.57,8.4,2.32
47,2.37,22.52,10000.0,58.927,6044,65.85,56.9,23.4,424.49,22.35,835,59,264.63,305.73,2.63,5.57
19,1.55,16.3,10000.0,50.775,3560,76.0,58.98,21.32,693.18,99.81,800,61,258.22,337.07,2.13,4.18
34,2.78,16.19,10000.0,75.521,4625,57.89,64.97,21.68,530.18,8.73,103,67,286.77,307.75,7.31,4.32
33,2.96,22.05,10000.0,73.515,9340,60.45,64.34,20.98,818.89,30.85,172,38,291.97,284.04,5.57,4.77
48,3.68,27.05,10000.0,58.395,1875,63.68,67.75,21.63,673.39,36.7,214,60,258.9,335.16,6.93,7.59
56,3.13,16.69,10000.0,55.33,2878,70.7,57.08,23.3,4.82,23.24,874,70,257.18,255.14,9.05,7.52
7,1.61,25.2,10000.0,71.451,2195,70.91,68.36,21.09,870.22,46.33,337,62,257.26,340.6,9.48,4.98
53,1.06,19.78,10000.0,72.076,7555,71.53,68.11,24.49,917.99,91.31,809,69,276.57,279.55,6.89,1.1
17,1.03,20.87,10000.0,51.391,1433,69.59,60.94,23.32,735.51,6.52,452,50,262.49,329.55,1.45,2.57
50,0.94,14.09,10000.0,58.069,6281,61.0,56.52,21.38,815.92,57.82,770,56,283.82,272.03,4.41,8.24
10,1.89,25.57,10000.0,72.059,4574,77.05,61.0,22.15,165.84,64.33,846,61,261.67,258.55,2.44,9.4
54,2.22,25.02,10000.0,37.365,5848,65.15,57.43,21.19,920.93,45.25,494,65,259.3,281.09,9.77,6.63
4,3.27,16.32,10000.0,40.725,7978,73.61,56.11,24.47,239.46,7.55,224,35,293.75,281.61,7.64,7.77
38,1.1,14.3,10000.0,58.63,6040,56.71,71.44,23.74,322.77,11.26,629,51,267.99,288.34,8.98,9.0
45,2.91,24.55,10000.0,83.85,7590,64.91,64.8,21.12,264.48,34.33,200,46,256.3,315.68,5.29,5.69
2,1.42,17.28,10000.0,53.385,6158,74.89,64.98,23.17,160.43,53.0,873,36,287.23,329.53,3.92,5.67
38,2.17,15.98,10000.0,76.654,7056,71.71,55.63,20.87,91.79,12.38,183,55,277.56,295.77,4.46,8.63
21,3.21,18.42,10000.0,36.61,5403,58.31,69.76,24.54,626.34,46.16,467,53,275.97,281.01,5.58,4.94
8,1.07,15.91,10000.0,57.488,9483,59.72,59.54,20.52,134.55,56.81,249,52,262.69,251.76,4.91,4.4
31,1.01,16.57,10000.0,63.651,5596,57.75,69.84,23.61,415.56,91.17,500,38,278.64,252.32,4.49,3.09
19,4.03,23.63,10000.0,45.796,7441,68.92,66.45,22.19,805.53,51.59,980,38,277.68,303.03,5.67,2.45
27,-0.11,21.48,10000.0,69.972,711,67.55,57.49,23.5,196.14,66.83,408,52,259.04,283.24,4.19,6.97
40,2.12,20.51,10000.0,48.9,2969,57.01,62.7,20.07,637.47,69.2,973,59,250.89,278.9,7.51,7.5
53,2.64,20.28,10000.0,69.549,3483,68.6,63.65,24.03,737.51,60.87,292,58,296.24,329.43,1.03,6.06
14,2.55,21.94,10000.0,60.313,9230,72.14,69.55,24.52,648.68,68.08,913,66,254.08,345.86,5.08,7.19
30,2.92,21.83,10000.0,49.014,7035,69.6,65.18,22.27,199.29,76.41,368,65,295.73,302.17,8.73,4.57
31,1.95,25.14,10000.0,54.983,19,74.14,60.48,23.95,587.16,7.1,181,53,269.52,271.27,4.68,9.93
59,0.96,26.71,10000.0,52.282,6364,71.7,69.66,21.94,302.85,50.22,265,37,286.18,331.18,4.52,4.37
61,4.0,22.58,10000.0,62.357,248,63.27,64.71,24.51,204.54,4.84,423,59,277.29,270.53,4.49,5.34
53,1.81,23.31,10000.0,62.983,978,61.31,63.29,21.14,186.69,1.81,482,35,279.51,282.01,8.39,9.51
4,3.91,19.8,10000.0,65.404,4381,65.14,61.25,23.93,76.93,33.63,446,60,259.09,334.38,5.95,8.15
16,1.87,16.0,10000.0,38.836,7835,61.6,64.78,24.9,85.9,48.94,724,49,253.1,279.65,7.91,8.96
59,2.67,25.49,10000.0,67.114,565,62.83,57.4,23.23,597.52,14.33,310,56,266.74,345.98,5.68,9.09
1,3.85,17.91,10000.0,57.839,5236,55.92,61.39,22.17,527.54,96.87,819,62,296.95,250.22,4.54,3.47
14,3.47,25.14,10000.0,60.815,8971,74.39,56.75,23.44,953.81,73.46,137,48,261.02,339.65,7.05,9.58
43,0.58,20.33,10000.0,54.157,7691,77.49,70.27,22.15,213.12,25.56,329,37,274.2,325.88,1.41,6.58
29,1.7,18.27,10000.0,67.071,2908,62.89,71.99,24.44,596.99,6.15,130,67,282.76,259.89,4.38,1.63
5,2.71,17.26,10000.0,36.485,5086,60.51,62.13,22.65,874.02,87.08,225,54,259.54,281.54,3.66,6.88
22,1.36,20.77,10000.0,57.096,5706,62.0,61.39,22.64,740.58,62.7,225,59,260.89,335.97,9.42,9.88
34,2.82,25.57,10000.0,58.982,203,76.01,70.54,20.52,115.3,6.73,657,35,292.65,265.29,3.62,4.59
54,2.63,18.76,10000.0,65.868,739,58.47,56.31,20.4,405.7,63.0,554,46,272.5,314.05,3.57,6.72
53,2.32,19.7,10000.0,62.517,3903,59.77,55.99,24.94,439.41,69.68,318,52,263.5,258.48,4.24,5.32
18,1.8,19.76,10000.0,46.574,1920,76.02,70.42,24.49,718.43,84.23,716,60,292.82,307.18,9.89,5.59
10,3.36,13.83,10000.0,68.354,9090,75.88,62.51,20.28,262.18,1.64,899,67,260.41,285.06,7.68,9.69
50,1.92,18.74,10000.0,70.228,6250,65.44,71.47,20.82,145.76,76.91,760,67,287.17,318.56,1.62,4.06
62,1.52,19.16,10000.0,74.485,7047,60.13,64.29,23.23,81.8,70.03,566,48,253.21,262.8,6.55,8.97
61,4.52,26.1,10000.0,41.927,1758,59.14,60.65,22.36,466.2,83.19,339,48,297.48,347.41,7.14,3.14
5,2.99,24.18,10000.0,67.819,9561,72.58,65.89,24.78,358.14,72.31,296,37,263.98,331.41,9.95,7.75
6,3.11,26.92,10000.0,50.135,5644,57.35,68.54,20.7,760.33,31.41,284,65,250.82,277.0,5.7,1.49
30,2.03,15.85,10000.0,48.564,2699,60.61,58.84,23.31,72.81,75.63,497,64,291.7,292.78,7.5,1.18
47,2.85,22.39,10000.0,44.498,4017,73.11,67.08,21.66,287.7,32.13,456,46,268.83,283.93,9.96,1.46
5,1.44,18.44,10000.0,57.514,1834,74.72,68.4,22.28,790.5,29.65,980,54,273.04,266.35,7.18,9.6
57,1.97,15.78,10000.0,50.995,6814,57.33,70.44,22.15,146.03,73.03,739,59,279.58,257.91,4.24,4.4
50,1.76,18.42,10000.0,50.849,418,66.21,67.84,20.23,298.85,8.99,417,66,265.57,255.3,1.59,9.39
26,3.51,17.47,10000.0,43.288,3352,68.82,68.86,21.1,21.21,84.21,1000,69,297.3,305.91,9.6,3.55
59,3.37,23.39,10000.0,59.127,6514,63.4,67.02,20.26,960.92,95.13,800,42,264.76,311.69,6.05,2.44
37,1.34,18.34,10000.0,60.799,3632,67.02,58.31,23.44,341.0,63.67,619,48,295.2,333.6,7.42,4.87
45,2.39,10.18,10000.0,65.69,2151,59.44,59.08,20.05,646.68,23.45,205,58,256.42,281.18,1.32,6.98
49,3.0,17.97,10000.0,44.656,4150,65.63,57.6,24.9,686.91,98.35,695,49,252.41,343.52,6.45,1.37
59,3.47,26.3,10000.0,66.659,5202,71.85,67.56,20.14,211.16,46.19,445,65,292.88,300.44,7.69,3.45
32,1.78,22.84,10000.0,69.421,1809,73.2,69.05,20.24,983.49,22.98,574,63,289.31,329.52,6.03,9.74
13,3.68,14.96,10000.0,71.98,6451,58.85,68.44,24.77,64.55,12.71,136,39,263.14,272.48,6.19,1.91
27,0.32,22.83,10000.0,46.722,8151,73.68,60.6,24.08,391.02,6.48,195,57,295.36,279.09,5.56,2.26
34,2.31,21.63,10000.0,54.321,9327,58.6,68.85,21.96,464.14,32.85,417,54,264.66,271.22,3.24,6.18
21,2.7,26.31,10000.0,73.373,8388,55.64,55.15,22.75,55.01,46.33,138,57,296.65,327.22,7.09,4.01
4,3.21,14.81,10000.0,50.505,9865,65.37,56.86,21.33,985.97,58.03,745,64,251.56,291.75,1.14,1.01
43,3.92,18.88,10000.0,51.664,3132,61.34,62.69,21.4,569.27,19.67,279,55,263.78,295.37,5.84,8.16
31,1.61,16.56,10000.0,44.342,3506,57.5,66.83,24.33,914.57,94.81,401,42,281.34,302.32,2.27,9.27
40,0.47,20.64,10000.0,51.917,8348,67.94,66.03,22.45,54.08,99.07,139,35,293.62,284.69,9.25,5.44
63,2.09,18.41,10000.0,65.615,7787,67.27,67.32,20.78,763.37,13.92,648,41,297.0,294.3,4.63,4.89
48,2.46,16.84,10000.0,55.795,2587,60.06,67.06,21.59,856.32,59.71,129,51,285.01,307.68,1.82,2.96
8,1.98,24.32,10000.0,50.279,1813,70.42,66.03,23.1,678.09,71.51,499,53,273.74,269.24,1.35,9.79
47,2.32,22.54,10000.0,39.296,2476,61.25,58.95,21.77,482.88,52.37,533,50,287.99,300.18,1.37,9.93
20,1.47,24.04,10000.0,61.982,7675,61.07,68.13,23.75,649.19,29.0,275,42,251.46,263.49,4.39,8.33
7,3.62,20.7,10000.0,55.472,5566,73.81,59.82,20.94,917.85,77.06,950,58,289.32,305.55,7.4,2.31
28,3.37,21.8,10000.0,56.382,8706,59.56,70.57,23.42,209.88,5.79,522,68,280.01,342.85,2.47,9.09
23,1.64,19.82,10000.0,38.845,203,72.0,67.82,22.61,967.44,49.35,539,40,290.71,256.65,2.94,3.3
57,1.24,17.7,10000.0,69.425,4505,59.38,70.21,24.91,344.88,10.61,842,62,270.51,323.26,3.91,3.85
52,1.13,14.96,10000.0,55.325,1542,58.14,59.12,20.46,824.61,68.73,134,48,285.92,324.08,8.03,3.94
28,2.4,23.25,10000.0,43.582,7545,64.87,67.16,20.84,19.71,49.19,606,53,262.45,349.9,4.01,2.7
61,2.06,15.97,10000.0,48.46,8810,67.47,69.18,24.14,153.99,15.61,332,48,279.8,269.19,8.37,8.75
35,2.35,14.25,10000.0,42.592,6139,71.77,67.86,22.45,115.48,52.19,133,44,294.44,305.06,5.67,1.52
48,2.25,15.96,10000.0,57.734,2979,58.47,63.01,21.77,575.36,23.24,889,59,265.06,296.19,5.12,5.02
8,2.16,22.31,10000.0,78.953,2317,58.04,60.1,20.56,47.3,7.45,729,36,266.78,308.15,8.34,5.97
5,2.59,19.62,10000.0,50.019,3713,72.13,56.06,22.72,499.64,53.13,823,45,293.79,336.07,9.82,4.12
2,0.65,15.8,10000.0,55.736,3052,55.56,68.55,21.94,306.17,41.81,589,61,268.06,347.94,2.27,4.4
55,2.28,17.88,10000.0,71.425,2690,76.7,71.44,20.35,288.21,34.36,802,66,288.2,342.95,9.14,5.01
6,2.15,19.0,10000.0,48.169,1611,68.03,59.63,23.19,552.24,76.27,649,36,294.94,287.62,6.78,6.81
10,1.86,16.92,10000.0,62.02,9496,68.46,61.22,22.77,771.34,24.21,598,69,263.62,252.33,2.2,4.85
